what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311919410765
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1311919418997
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311919471291
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311919491825
opened,view,com.android.ide.eclipse.ddms,8.0.1.v201012062107-82219,"com.android.ide.eclipse.ddms.views.LogCatView",1311919531446
activated,view,com.android.ide.eclipse.ddms,8.0.1.v201012062107-82219,"com.android.ide.eclipse.ddms.views.LogCatView",1311919531490
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311919545963
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1311919556653
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311919592133
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311919641639
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311919643611
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311919648363
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1311919653713
started,bundle,org.eclipse.mylyn.resources.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.resources.ui",1311919656914
activated,editor,com.android.ide.eclipse.adt,8.0.1.v201012062107-82219,"com.android.ide.eclipse.editors.layout.LayoutEditor",1311919657164
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1311919690766
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.101.v201102111830,"org.eclipse.wst.xsl.debug.ui",1311919693642
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311919695442
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311919697996
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311919716673
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311919721505
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311919724005
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311919750489
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1311919762130
